MassiveID	filename	SampleType	SampleTypeSub1	SampleCollectionDateandTime	Country	LatitudeandLongitude	DepthorAltitudeMeters	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOBroadScale	ENVOLocalScale	ENVOMediumScale	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ENVOLocalScaleIndex	ENVOBroadScaleIndex	ENVOMediumScaleIndex	USI
MSV000086236	CCE2020_SC_1.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-515.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_2.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-515.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_3.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-170.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_4.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-170.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_5.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-50.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_6.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-50.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_7.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-32.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_8.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-32.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_9.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-18.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
MSV000086236	CCE2020_SC_10.mzML	environmental	water_seawater	7/1/2020 13:43	United States of America	32.501783|-118.170117	-18.0	marine biome	sea water				2020	liquid, solid phase extraction (PPL)	methanol (100%)	sulfamethizole;sulfachloropyridazine;sulfadimethoxine;sulfamethazine;coumarin-314;amitryptiline	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)												
