MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2512182|Bacillus sp. BK450	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Bacillus sp. BK450_P1R1A2	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Bacillus sp. BK450_P1R1A2	not applicable	not applicable	not applicable	Bacillus sp. BK450	Bacillus sp. BK450	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1761784|Flavobacterium sp. FV08	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Flavobacterium sp. FV08_P1R1A3	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Flavobacterium sp. FV08_P1R1A3	not applicable	not applicable	not applicable	Flavobacterium sp. FV08	Flavobacterium sp. FV08	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1144330|Pseudomonas sp. GM48	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Pseudomonas sp. GM48_P1R1A4	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Pseudomonas sp. GM48_P1R1A4	not applicable	not applicable	not applicable	Pseudomonas sp. GM48	Pseudomonas sp. GM48	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2135501|Variovorax sp. GV004	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Variovorax sp. GV004_P1R1A5	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Variovorax sp. GV004_P1R1A5	not applicable	not applicable	not applicable	Variovorax sp. GV004	Variovorax sp. GV004	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2135752|Pseudomonas sp. GV054	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Pseudomonas sp. GV054_P1R1A6	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Pseudomonas sp. GV054_P1R1A6	not applicable	not applicable	not applicable	Pseudomonas sp. GV054	Pseudomonas sp. GV054	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2135699|Paraburkholderia sp. GV073	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Paraburkholderia sp. GV073_P1R1A7	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Paraburkholderia sp. GV073_P1R1A7	not applicable	not applicable	not applicable	Paraburkholderia sp. GV073	Paraburkholderia sp. GV073	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2135583|Pseudomonas sp. NP28-5	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Pseudomonas sp. NP28-5_P1R1A8	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Pseudomonas sp. NP28-5_P1R1A8	not applicable	not applicable	not applicable	Pseudomonas sp. NP28-5	Pseudomonas sp. NP28-5	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1882814|Rhodococcus sp. OK270	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Rhodococcus sp. OK270_P1R1A9	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Rhodococcus sp. OK270_P1R1A9	not applicable	not applicable	not applicable	Rhodococcus sp. OK270	Rhodococcus sp. OK270	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	2135586|Pseudomonas sp. OV184	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Pseudomonas sp. OV184_P1R1A10	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Pseudomonas sp. OV184_P1R1A10	not applicable	not applicable	not applicable	Pseudomonas sp. OV184	Pseudomonas sp. OV184	not specified	not specified	R2A
MSV000088196	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1881063|Pseudomonas sp. OV546	2021	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	Pseudomonas sp. OV546_P1R1A11	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	09/29/2021 - 10/07/2021	United States of America	not applicable	not applicable	not applicable	not specified	MSV000088196_Pseudomonas sp. OV546_P1R1A11	not applicable	not applicable	not applicable	Pseudomonas sp. OV546	Pseudomonas sp. OV546	not specified	not specified	R2A
