MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex
MSV000096891	Terminal_ileum_9.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_8.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_7.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_5.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_4.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_3.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_28.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_27.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_26.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_25.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_24.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			male	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_23.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_22.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_21.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_20.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_2.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
MSV000096891	Terminal_ileum_19.mzML	animal	biofluid	10090|Mus musculus	2024.0	liquid	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)			female	ileum			primary bacterial infectious disease																	
