MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	UBERONBodyPartName	BiologicalSex	AgeInYears	DOIDCommonName	HealthStatus
MSV000098991	Blank_3.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000098991	media_mix6_72h_4.mzML								
MSV000098991	Bacteroides_dorei_DSM17855_1.mzML								
MSV000098991	Bacteroides_xylanisolvens_3.mzML								
MSV000098991	Bacteroides_uniformis_2.mzML								
MSV000098991	Ruminococcus_gauvreauii_2.mzML								
MSV000098991	Anaerostipes_caccae_2.mzML								
MSV000098991	pool_11.mzML								
MSV000098991	Clostridium_saccharolyticum_2.mzML								
MSV000098991	Bacteroides_dorei_2.mzML								
MSV000098991	Ruminococcus_gauvreauii_1.mzML								
MSV000098991	Eubacterium_ventriosum_1.mzML								
MSV000098991	Dorea_longicatena_3.mzML								
MSV000098991	Ruminococcus_lactaris_2.mzML								
MSV000098991	Bifido_pseudo_2.mzML								
MSV000098991	Clostridium_saccharolyticum_3.mzML								
MSV000098991	Clostridium_asparagiforme_1.mzML								
MSV000098991	Clostridium_bolteae_1.mzML								
MSV000098991	Anaerostipes_caccae_3.mzML								
MSV000098991	Bacteroides_ovatus_2.mzML								
MSV000098991	Bacteroides_intestinalis_1.mzML								
MSV000098991	Bacteroides_intestinalis_3.mzML								
MSV000098991	pool_8.mzML								
MSV000098991	pool_9.mzML								
MSV000098991	Lactobacillus_ruminis_1.mzML								
MSV000098991	Bacteroides_dorei_DSM17855_2.mzML								
MSV000098991	media_mix6_72h_3.mzML								
MSV000098991	Ruminococcus_lactaris_1.mzML								
MSV000098991	pool_7.mzML								
MSV000098991	Bacteroides_sp5678_1.mzML								
MSV000098991	Bifido_pseudo_3.mzML								
MSV000098991	media_mix6_72h_1.mzML								
MSV000098991	Eubacterium_rectale_2.mzML								
MSV000098991	Bacteroides_xylanisolvens_2.mzML								
MSV000098991	Bacteroides_eggerthii_3.mzML								
MSV000098991	Mitsuokella_multacida_1.mzML								
MSV000098991	Oscillibacter_sp_1.mzML								
MSV000098991	Bacteroides_fragilis_2.mzML								
MSV000098991	Collinsella_aerofaciens_2.mzML								
MSV000098991	Bacteroides_ovatus_3.mzML								
MSV000098991	Bacteroides_uniformis_1.mzML								
MSV000098991	Roseburia_intestinalis_3.mzML								
MSV000098991	pool_10.mzML								
MSV000098991	pool_2.mzML								
MSV000098991	Clostridium_bolteae_3.mzML								
MSV000098991	Clostridium_saccharolyticum_1.mzML								
MSV000098991	Catenibacterium_mitsuokai_1.mzML								
MSV000098991	Mitsuokella_multacida_3.mzML								
MSV000098991	Ruminococcus_lactaris_3.mzML								
MSV000098991	Blank_1.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000098991	Eubacterium_rectale_1.mzML								
MSV000098991	Bacteroides_sp5678_2.mzML								
MSV000098991	Bacteroides_sp5678_3.mzML								
MSV000098991	Dorea_longicatena_2.mzML								
MSV000098991	Bacteroides_eggerthii_1.mzML								
MSV000098991	pool_1.mzML								
MSV000098991	pool_3.mzML								
MSV000098991	Lactobacillus_ruminis_3.mzML								
MSV000098991	Clostridium_asparagiforme_3.mzML								
MSV000098991	Bacteroides_sp1234_1.mzML								
MSV000098991	Bacteroides_sp1234_2.mzML								
MSV000098991	Collinsella_aerofaciens_3.mzML								
MSV000098991	Butyricimonas_virosa_3.mzML								
MSV000098991	Blank_2.mzML	blank_analysis	blank_analysis	missing_value	missing_value	missing_value		missing_value	missing_value
MSV000098991	Oscillibacter_sp_3.mzML								
MSV000098991	Clostridium_hathewayi_2.mzML								
MSV000098991	Eubacterium_ventriosum_2.mzML								
MSV000098991	Faecalibacterium_prausnitzii_2.mzML								
MSV000098991	Eubacterium_ventriosum_3.mzML								
MSV000098991	pool_6.mzML								
MSV000098991	Clostridium_hathewayi_3.mzML								
