MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67322|Streptomyces malachitofuscus subsp. malachitofuscus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12273	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12273	not applicable	not applicable	not applicable	B-12273	Streptomyces malachitofuscus subsp. malachitofuscus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	68200|Streptomyces flavofungini	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12307	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12307	not applicable	not applicable	not applicable	B-12307	Streptomyces flavofungini	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	68174|Streptomyces coelescens	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12348	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12348	not applicable	not applicable	not applicable	B-12348	Streptomyces coelescens	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	66860|Streptomyces thermoviolaceus subsp. thermoviolaceus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12374	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12374	not applicable	not applicable	not applicable	B-12374	Streptomyces thermoviolaceus subsp. thermoviolaceus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1934|Streptomyces thermovulgaris	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12375	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12375	not applicable	not applicable	not applicable	B-12375	Streptomyces thermovulgaris	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1888|Streptomyces albus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12378	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12378	not applicable	not applicable	not applicable	B-12378	Streptomyces albus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67303|Streptomyces griseolalbus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12383	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12383	not applicable	not applicable	not applicable	B-12383	Streptomyces griseolalbus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67304|Streptomyces griseorubiginosus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12384	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12384	not applicable	not applicable	not applicable	B-12384	Streptomyces griseorubiginosus	Russia	soil	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1970|Streptomyces morookaensis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12429	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12429	not applicable	not applicable	not applicable	B-12429	Streptomyces morookaensis	Japan	soil, orange orchard	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	68274|Streptomyces tauricus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12497	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12497	not applicable	not applicable	not applicable	B-12497	Streptomyces tauricus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1910|Streptomyces griseosporeus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-12498	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-12498	not applicable	not applicable	not applicable	B-12498	Streptomyces griseosporeus	China	soil	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67257|Streptomyces albus subsp. albus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16041	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16041	not applicable	not applicable	not applicable	B-16041	Streptomyces albus subsp. albus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	67319|Streptomyces lucensis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16066	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16066	not applicable	not applicable	not applicable	B-16066	Streptomyces lucensis	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	66370|Streptomyces flaveus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16074	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16074	not applicable	not applicable	not applicable	B-16074	Streptomyces flaveus	France	soil	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16215	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16215	not applicable	not applicable	not applicable	B-16215	Streptomyces sp.	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	68225|Streptomyces kunmingensis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16240	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16240	not applicable	not applicable	not applicable	B-16240	Streptomyces kunmingensis	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	285556|Streptomyces atrovirens	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16357	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16357	not applicable	not applicable	not applicable	B-16357	Streptomyces atrovirens	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	285563|Streptomyces coeruleoprunus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16364	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16364	not applicable	not applicable	not applicable	B-16364	Streptomyces coeruleoprunus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	284031|Streptomyces flavovariabilis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16367	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16367	not applicable	not applicable	not applicable	B-16367	Streptomyces flavovariabilis	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	285566|Streptomyces levis	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16370	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16370	not applicable	not applicable	not applicable	B-16370	Streptomyces levis	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	284035|Streptomyces lienomycini	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16371	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16371	not applicable	not applicable	not applicable	B-16371	Streptomyces lienomycini	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	44060|Streptomyces megasporus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16372	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16372	not applicable	not applicable	not applicable	B-16372	Streptomyces megasporus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	332591|Streptomyces rectiviolaceus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16374	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16374	not applicable	not applicable	not applicable	B-16374	Streptomyces rectiviolaceus	not specified	not specified	CZP
MSV000088800	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	284040|Streptomyces variegatus	2022	solid material, dried	methanol-water (1:1)	sulfadimethoxine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	B-16380	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/24/2022 - 02/09/2022	United States of America	not applicable	not specified	not specified	not specified	MSV000088800_B-16380	not applicable	not applicable	not applicable	B-16380	Streptomyces variegatus	not specified	not specified	CZP
