MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex
MSV000097981	1D1M1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	1D1M2.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001912	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	1D1M3.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001913	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	1D2M1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001914	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	1D2M2.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001915	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	1D2M3.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001916	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D1M1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001917	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D1M2.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001918	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D1M3.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001919	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D2M1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001920	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D2M2.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001921	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	2D2M3.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001922	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	3D1M1_1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001923	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	3D1M2_1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001924	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	3D1M3_1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001925	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
MSV000097981	3D2M1_1.mzML	animal	biofluid	9606|Homo sapiens	2024	feces	ethanol-water (1:1)	sulfamethizole;sulfachloropyridazine	Q Exactive|MS:1001926	electrospray ionization (positive)	reverse phase (C18)				feces	missing value	chronic illness	digestive system symptom	missing value	not specified	USA	Urban	missing value	missing value	missing value						Primates	missing value	missing value		
