MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	ATTRIBUTE_strain	ATTRIBUTE_strain_name	ATTRIBUTE_country	ATTRIBUTE_substrate	ATTRIBUTE_media
MSV000088235	P610004-11A-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610004-11A-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610004-11A-001	not specified	not applicable	not applicable	101878	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088235	P610005-11C-001.mzML	culture_bacterial	culture_bacterial	1550619|Streptomyces polymachus	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610005-11C-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610005-11C-001	not specified	not applicable	not applicable	110905	Streptomyces polymachus	not specified	not specified	ISP-2
MSV000088235	P610006-11E-001.mzML	culture_bacterial	culture_bacterial	1931|Streptomyces sp.	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610006-11E-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610006-11E-001	not specified	not applicable	not applicable	13838	Streptomyces sp.	not specified	not specified	ISP-2
MSV000088235	P610007-11G-001.mzML	culture_bacterial	culture_bacterial	97398|Streptomyces abikoensis	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610007-11G-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610007-11G-001	not specified	not applicable	not applicable	12887	Streptomyces abikoensis	not specified	not specified	ISP-2
MSV000088235	P610008-11J-001.mzML	culture_bacterial	culture_bacterial	33899|Streptomyces galilaeus	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610008-11J-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610008-11J-001	not specified	not applicable	not applicable	13400	Streptomyces galilaeus	not specified	not specified	ISP-2
MSV000088235	P610009-11L-001.mzML	culture_bacterial	culture_bacterial	47761|Streptomyces ochraceiscleroticus	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610009-11L-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610009-11L-001	not specified	not applicable	not applicable	3428	Streptomyces ochraceiscleroticus	not specified	not specified	ISP-2
MSV000088235	P610010-11N-001.mzML	culture_bacterial	culture_bacterial	1888|Streptomyces albus	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610010-11N-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610010-11N-001	not specified	not applicable	not applicable	15415	Streptomyces albus	not specified	not specified	ISP-2
MSV000088235	P610011-11Q-001.mzML	culture_bacterial	culture_bacterial	68179|Streptomyces bacillaris	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610011-11Q-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610011-11Q-001	not specified	not applicable	not applicable	12775	Streptomyces bacillaris	not specified	not specified	ISP-2
MSV000088235	P610012-11S-001.mzML	culture_bacterial	culture_bacterial	1970|Streptomyces morookaense	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610012-11S-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610012-11S-001	not specified	not applicable	not applicable	13461	Streptomyces morookaense	not specified	not specified	ISP-2
MSV000088235	P610013-11U-001.mzML	culture_bacterial	culture_bacterial	1917|Streptomyces macromomyceticus	2021	solid, solid phase extraction (C18)	acetonitrile (80%)	none	Q Exactive|MS:1001911	electrospray ionization (positive)	reverse phase (C18)	P610013-11U-001	not specified	not specified	not specified	not specified	not specified	not specified	not specified	10/11/2021 - 10/13/2021	United States of America	not specified	not specified	not specified	not specified	MSV000088235_P610013-11U-001	not specified	not applicable	not applicable	13853	Streptomyces macromomyceticus	not specified	not specified	ISP-2
